Date,Tenure,HDFC,KOTAK,ICICI,AXIS,IDFC,SBI,PNB,BOB,CANARA,UNION
2023-07-30,46 - 90 days,,,,,4.5,,,,,
2023-07-30,91 - 180 days,,,,,5.0,,,,,
2023-07-30,181 days - 1 year,,,,,6.5,,,,,
2023-07-30,1 year 1 day - 550 days,,,,,7.5,,,,,
2023-07-30,551 days - 2 years,,,,,7.25,,,,,
2023-07-30,2 years 1 day - 749 days,,,,,7.25,,,,,
2023-07-30,750 days,,,,,7.25,,,,,
2023-07-30,751 days - 3 years,,,,,7.25,,,,,
2023-07-30,3 years 1 day - 5 years,,,,,7.0,,,,,
2023-07-30,5 years 1 day - 10 years,,,,,7.0,,,,,
2023-07-30,7 days - 45 days,,,,,,3.0,,,,
2023-07-30,46 days - 179 days,,,,,,4.5,,,,
2023-07-30,180 days - 210 days,,,,,,5.25,,,,
2023-07-30,211 days - less than 1 year,,,,,,5.75,,,,
2023-07-30,1 year - less than 2 year,,,,,,6.8,,,,
2023-07-30,2 years - less than 3 years,,,,,,7.0,,,,
2023-07-30,3 years - less than 5 years,,,,,,6.5,,,,
2023-07-30,5 years and up - 10 years,,,,,,6.5,,,,
2023-07-30,400 days ,,,,,,7.1,,,,
2023-07-30,7 - 14 days,,,,,,,3.5,,,
2023-07-30,15 - 29 days,,,,,,,3.5,,,
2023-07-30,30 - 45 days,,,,,,,3.5,,,
2023-07-30,46 - 90 days,,,,,,,4.5,,,
2023-07-30,91 - 179 days,,,,,,,4.5,,,
2023-07-30,180 - 270 days,,,,,,,5.5,,,
2023-07-30,271 days - less than 1 year,,,,,,,5.8,,,
2023-07-30,1 year,,,,,,,6.75,,,
2023-07-30,Above 1 year - 443 days,,,,,,,6.8,,,
2023-07-30,444 days,,,,,,,7.25,,,
2023-07-30,445 days - 2 years,,,,,,,6.8,,,
2023-07-30,Above 2 years - 3 years,,,,,,,7.0,,,
2023-07-30,Above 3 years - 5 years,,,,,,,6.5,,,
2023-07-30,Above 5 years - 10 years,,,,,,,6.5,,,
2023-07-30,7 days - 14 days,,,,,,,,3.0,,
2023-07-30,15 days - 45 days,,,,,,,,3.0,,
2023-07-30,46 days - 90 days,,,,,,,,4.5,,
2023-07-30,91 days - 180 days,,,,,,,,4.5,,
2023-07-30,181 days - 210 days,,,,,,,,5.25,,
2023-07-30,211 days - 270 days,,,,,,,,5.75,,
2023-07-30,271 days & above and less than 1 year,,,,,,,,5.75,,
2023-07-30,1 year,,,,,,,,6.75,,
2023-07-30,Above 1 year - 400 days,,,,,,,,6.75,,
2023-07-30,Above 400 days and up - 2 years,,,,,,,,6.75,,
2023-07-30,Above 2 years and up - 3 years,,,,,,,,7.05,,
2023-07-30,Above 3 years and up - 5 years,,,,,,,,6.5,,
2023-07-30,Above 5 years and up - 10 years,,,,,,,,6.5,,
2023-07-30,399 days ,,,,,,,,7.25,,
2023-07-30,7 days - 45 days*,,,,,,,,,4.0,
2023-07-30,46 days - 90 days,,,,,,,,,5.25,
2023-07-30,91 days - 179 days,,,,,,,,,5.5,
2023-07-30,180 days - 269 days,,,,,,,,,6.25,
2023-07-30,270 days - less than 1 year,,,,,,,,,6.5,
2023-07-30,1 year,,,,,,,,,6.9,
2023-07-30,444 days,,,,,,,,,7.25,
2023-07-30,Above 1 year - less than 2 years,,,,,,,,,6.9,
2023-07-30,2 years - less than 3 years,,,,,,,,,6.85,
2023-07-30,3 years - less than 5 years,,,,,,,,,6.8,
2023-07-30,5 years - 10 years,,,,,,,,,6.7,
2023-07-30,7 days - 14 days,,,,,,,,,,3.0
2023-07-30,15 days - 30 days,,,,,,,,,,3.0
2023-07-30,31 days - 45 days,,,,,,,,,,3.0
2023-07-30,46 days - 90 days,,,,,,,,,,4.05
2023-07-30,91 days - 120 days,,,,,,,,,,4.3
2023-07-30,121 days - 180 days,,,,,,,,,,4.4
2023-07-30,181 days - less than 1 year,,,,,,,,,,5.25
2023-07-30,1 year,,,,,,,,,,6.3
2023-07-30,Above 1 year - 398 days,,,,,,,,,,6.3
2023-07-30,399 days,,,,,,,,,,7.0
2023-07-30,400 days - 2 years,,,,,,,,,,6.3
2023-07-30,Above 2 years - less than 3 years,,,,,,,,,,6.3
2023-07-30,3 years,,,,,,,,,,6.5
2023-07-30,Above 3 years - 5 years,,,,,,,,,,6.7
2023-07-30,Above 5 years - 10 years,,,,,,,,,,6.7
2023-07-31,7 - 14 days,3.0,,,,,,,,,
2023-07-31,15 - 29 days,3.0,,,,,,,,,
2023-07-31,30 - 45 days,3.5,,,,,,,,,
2023-07-31,46 - 60 days,4.5,,,,,,,,,
2023-07-31,61 - 89 days,4.5,,,,,,,,,
2023-07-31,90 days - 6 months,4.5,,,,,,,,,
2023-07-31,6 months 1 day - 9 months,5.75,,,,,,,,,
2023-07-31,9 months 1 day - less than 1 year,6.0,,,,,,,,,
2023-07-31,1 year - less than 15 months,6.6,,,,,,,,,
2023-07-31,15 months - less than 18 months,7.1,,,,,,,,,
2023-07-31,18 months - less than 21 months,7.0,,,,,,,,,
2023-07-31,21 months  - 2 years,7.0,,,,,,,,,
2023-07-31,2 years 1 day - less than 2 years 11 months,7.0,,,,,,,,,
2023-07-31,2 years 11 months ,7.2,,,,,,,,,
2023-07-31,2 years 11 months 1 day - 3 years,7.0,,,,,,,,,
2023-07-31,3 years 1 day - less than 4 years 7 months,7.0,,,,,,,,,
2023-07-31,4 years 7 months ,7.25,,,,,,,,,
2023-07-31,4 years 7 months 1 day - 5 years,7.0,,,,,,,,,
2023-07-31,5 years 1 day - 10 years,7.0,,,,,,,,,
2023-07-31,7 - 14 days,,2.75,,,,,,,,
2023-07-31,15 - 30 days,,3.0,,,,,,,,
2023-07-31,31 - 45 days,,3.25,,,,,,,,
2023-07-31,46 - 90 days,,3.5,,,,,,,,
2023-07-31,91 - 120 days,,4.0,,,,,,,,
2023-07-31,121 - 179 days,,4.25,,,,,,,,
2023-07-31,180 days,,7.0,,,,,,,,
2023-07-31,181 days - 269 days,,6.0,,,,,,,,
2023-07-31,270 days,,6.0,,,,,,,,
2023-07-31,271 days - 363 days,,6.0,,,,,,,,
2023-07-31,364 days,,6.5,,,,,,,,
2023-07-31,365 days - 389 days,,7.1,,,,,,,,
2023-07-31,390 days ,,7.2,,,,,,,,
2023-07-31,391 days - less than 23 months,,7.2,,,,,,,,
2023-07-31,23 months,,7.2,,,,,,,,
2023-07-31,23 months 1 day - less than 2 years,,7.2,,,,,,,,
2023-07-31,2 years - less than 3 years,,7.0,,,,,,,,
2023-07-31,3 years - less than 4 years,,6.5,,,,,,,,
2023-07-31,4 years - less than 5 years,,6.25,,,,,,,,
2023-07-31,5 years - 10 years,,6.2,,,,,,,,
2023-07-31,7 days - 14 days,,,3.0,,,,,,,
2023-07-31,15 days - 29 days,,,3.0,,,,,,,
2023-07-31,30 days - 45 days,,,3.5,,,,,,,
2023-07-31,46 days - 60 days,,,4.25,,,,,,,
2023-07-31,61 days - 90 days,,,4.5,,,,,,,
2023-07-31,91 days - 120 days,,,4.75,,,,,,,
2023-07-31,121 days - 150 days,,,4.75,,,,,,,
2023-07-31,151 days - 184 days,,,4.75,,,,,,,
2023-07-31,185 days - 210 days,,,5.75,,,,,,,
2023-07-31,211 days - 270 days,,,5.75,,,,,,,
2023-07-31,271 days - 289 days,,,6.0,,,,,,,
2023-07-31,290 days - less than 1 year,,,6.0,,,,,,,
2023-07-31,1 year - 389 days,,,6.7,,,,,,,
2023-07-31,390 days - < 15 months,,,6.7,,,,,,,
2023-07-31,15 months - < 18 months,,,7.1,,,,,,,
2023-07-31,18 months - 2 years,,,7.1,,,,,,,
2023-07-31,2 years 1 day - 3 years,,,7.0,,,,,,,
2023-07-31,3 years 1 day - 5 years,,,7.0,,,,,,,
2023-07-31,5 years 1 day - 10 years,,,6.9,,,,,,,
2023-07-31,7 days - 14 days,,,,3.0,,,,,,
2023-07-31,15 days - 29 days,,,,3.0,,,,,,
2023-07-31,30 days - 45 days,,,,3.5,,,,,,
2023-07-31,46 days - 60 days,,,,4.25,,,,,,
2023-07-31,61 days - less than 3 months,,,,4.5,,,,,,
2023-07-31,3 months - less than 4 months,,,,4.75,,,,,,
2023-07-31,4 months - less than 5 months,,,,4.75,,,,,,
2023-07-31,5 months - less than 6 months,,,,4.75,,,,,,
2023-07-31,6 months - less than 7 months,,,,5.75,,,,,,
2023-07-31,7 months - less than 8 months,,,,5.75,,,,,,
2023-07-31,8 months - less than 9 months,,,,5.75,,,,,,
2023-07-31,9 months - less than 10 months,,,,6.0,,,,,,
2023-07-31,10 months - less than 11 months,,,,6.0,,,,,,
2023-07-31,11 months - 11 months 24 days,,,,6.0,,,,,,
2023-07-31,11 months 25 days - less than 1 year,,,,6.0,,,,,,
2023-07-31,1 year - 1 year 4 days,,,,6.7,,,,,,
2023-07-31,1 year 5 days - 1 year 10 days,,,,6.7,,,,,,
2023-07-31,1 year 11 days - 1 year 24 days,,,,6.7,,,,,,
2023-07-31,1 year 25 days - less than 13 months,,,,6.7,,,,,,
2023-07-31,13 months - less than 14 months,,,,6.7,,,,,,
2023-07-31,14 months - less than 15 months,,,,6.7,,,,,,
2023-07-31,15 months - less than 16 months,,,,7.1,,,,,,
2023-07-31,16 months - less than 17 months,,,,7.1,,,,,,
2023-07-31,17 months - less than 18 months,,,,7.1,,,,,,
2023-07-31,18 months - less than 2 years,,,,7.1,,,,,,
2023-07-31,2 years - less than 30 months,,,,7.1,,,,,,
2023-07-31,30 months - less than 3 years,,,,7.1,,,,,,
2023-07-31,3 years - less than 5 years,,,,7.1,,,,,,
2023-07-31,5 years - 10 years,,,,7.0,,,,,,
2023-07-31,7 - 14 days,,,,,3.5,,,,,
2023-07-31,15 - 29 days,,,,,3.5,,,,,
2023-07-31,30 - 45 days,,,,,4.0,,,,,
2023-07-31,46 - 90 days,,,,,4.5,,,,,
2023-07-31,91 - 180 days,,,,,5.0,,,,,
2023-07-31,181 days - 1 year,,,,,6.5,,,,,
2023-07-31,1 year 1 day - 550 days,,,,,7.5,,,,,
2023-07-31,551 days - 2 years,,,,,7.25,,,,,
2023-07-31,2 years 1 day - 749 days,,,,,7.25,,,,,
2023-07-31,750 days,,,,,7.25,,,,,
2023-07-31,751 days - 3 years,,,,,7.25,,,,,
2023-07-31,3 years 1 day - 5 years,,,,,7.0,,,,,
2023-07-31,5 years 1 day - 10 years,,,,,7.0,,,,,
2023-07-31,7 days - 45 days,,,,,,3.0,,,,
2023-07-31,46 days - 179 days,,,,,,4.5,,,,
2023-07-31,180 days - 210 days,,,,,,5.25,,,,
2023-07-31,211 days - less than 1 year,,,,,,5.75,,,,
2023-07-31,1 year - less than 2 year,,,,,,6.8,,,,
2023-07-31,2 years - less than 3 years,,,,,,7.0,,,,
2023-07-31,3 years - less than 5 years,,,,,,6.5,,,,
2023-07-31,5 years and up - 10 years,,,,,,6.5,,,,
2023-07-31,400 days ,,,,,,7.1,,,,
2023-07-31,7 - 14 days,,,,,,,3.5,,,
2023-07-31,15 - 29 days,,,,,,,3.5,,,
2023-07-31,30 - 45 days,,,,,,,3.5,,,
2023-07-31,46 - 90 days,,,,,,,4.5,,,
2023-07-31,91 - 179 days,,,,,,,4.5,,,
2023-07-31,180 - 270 days,,,,,,,5.5,,,
2023-07-31,271 days - less than 1 year,,,,,,,5.8,,,
2023-07-31,1 year,,,,,,,6.75,,,
2023-07-31,Above 1 year - 443 days,,,,,,,6.8,,,
2023-07-31,444 days,,,,,,,7.25,,,
2023-07-31,445 days - 2 years,,,,,,,6.8,,,
2023-07-31,Above 2 years - 3 years,,,,,,,7.0,,,
2023-07-31,Above 3 years - 5 years,,,,,,,6.5,,,
2023-07-31,Above 5 years - 10 years,,,,,,,6.5,,,
2023-07-31,7 days - 14 days,,,,,,,,3.0,,
2023-07-31,15 days - 45 days,,,,,,,,3.0,,
2023-07-31,46 days - 90 days,,,,,,,,4.5,,
2023-07-31,91 days - 180 days,,,,,,,,4.5,,
2023-07-31,181 days - 210 days,,,,,,,,5.25,,
2023-07-31,211 days - 270 days,,,,,,,,5.75,,
2023-07-31,271 days & above and less than 1 year,,,,,,,,5.75,,
2023-07-31,1 year,,,,,,,,6.75,,
2023-07-31,Above 1 year - 400 days,,,,,,,,6.75,,
2023-07-31,Above 400 days and up - 2 years,,,,,,,,6.75,,
2023-07-31,Above 2 years and up - 3 years,,,,,,,,7.05,,
2023-07-31,Above 3 years and up - 5 years,,,,,,,,6.5,,
2023-07-31,Above 5 years and up - 10 years,,,,,,,,6.5,,
2023-07-31,399 days ,,,,,,,,7.25,,
2023-07-31,7 days - 45 days*,,,,,,,,,4.0,
2023-07-31,46 days - 90 days,,,,,,,,,5.25,
2023-07-31,91 days - 179 days,,,,,,,,,5.5,
2023-07-31,180 days - 269 days,,,,,,,,,6.25,
2023-07-31,270 days - less than 1 year,,,,,,,,,6.5,
2023-07-31,1 year,,,,,,,,,6.9,
2023-07-31,444 days,,,,,,,,,7.25,
2023-07-31,Above 1 year - less than 2 years,,,,,,,,,6.9,
2023-07-31,2 years - less than 3 years,,,,,,,,,6.85,
2023-07-31,3 years - less than 5 years,,,,,,,,,6.8,
2023-07-31,5 years - 10 years,,,,,,,,,6.7,
2023-07-31,7 days - 14 days,,,,,,,,,,3.0
2023-07-31,15 days - 30 days,,,,,,,,,,3.0
2023-07-31,31 days - 45 days,,,,,,,,,,3.0
2023-07-31,46 days - 90 days,,,,,,,,,,4.05
2023-07-31,91 days - 120 days,,,,,,,,,,4.3
2023-07-31,121 days - 180 days,,,,,,,,,,4.4
2023-07-31,181 days - less than 1 year,,,,,,,,,,5.25
2023-07-31,1 year,,,,,,,,,,6.3
2023-07-31,Above 1 year - 398 days,,,,,,,,,,6.3
2023-07-31,399 days,,,,,,,,,,7.0
2023-07-31,400 days - 2 years,,,,,,,,,,6.3
2023-07-31,Above 2 years - less than 3 years,,,,,,,,,,6.3
2023-07-31,3 years,,,,,,,,,,6.5
2023-07-31,Above 3 years - 5 years,,,,,,,,,,6.7
2023-07-31,Above 5 years - 10 years,,,,,,,,,,6.7
2023-08-01,7 - 14 days,3.0,,,,,,,,,
2023-08-01,15 - 29 days,3.0,,,,,,,,,
2023-08-01,30 - 45 days,3.5,,,,,,,,,
2023-08-01,46 - 60 days,4.5,,,,,,,,,
2023-08-01,61 - 89 days,4.5,,,,,,,,,
2023-08-01,90 days - 6 months,4.5,,,,,,,,,
2023-08-01,6 months 1 day - 9 months,5.75,,,,,,,,,
2023-08-01,9 months 1 day - less than 1 year,6.0,,,,,,,,,
2023-08-01,1 year - less than 15 months,6.6,,,,,,,,,
2023-08-01,15 months - less than 18 months,7.1,,,,,,,,,
2023-08-01,18 months - less than 21 months,7.0,,,,,,,,,
2023-08-01,21 months  - 2 years,7.0,,,,,,,,,
2023-08-01,2 years 1 day - less than 2 years 11 months,7.0,,,,,,,,,
2023-08-01,2 years 11 months ,7.2,,,,,,,,,
2023-08-01,2 years 11 months 1 day - 3 years,7.0,,,,,,,,,
2023-08-01,3 years 1 day - less than 4 years 7 months,7.0,,,,,,,,,
2023-08-01,4 years 7 months ,7.25,,,,,,,,,
2023-08-01,4 years 7 months 1 day - 5 years,7.0,,,,,,,,,
2023-08-01,5 years 1 day - 10 years,7.0,,,,,,,,,
2023-08-01,7 - 14 days,,2.75,,,,,,,,
2023-08-01,15 - 30 days,,3.0,,,,,,,,
2023-08-01,31 - 45 days,,3.25,,,,,,,,
2023-08-01,46 - 90 days,,3.5,,,,,,,,
2023-08-01,91 - 120 days,,4.0,,,,,,,,
2023-08-01,121 - 179 days,,4.25,,,,,,,,
2023-08-01,180 days,,7.0,,,,,,,,
2023-08-01,181 days - 269 days,,6.0,,,,,,,,
2023-08-01,270 days,,6.0,,,,,,,,
2023-08-01,271 days - 363 days,,6.0,,,,,,,,
2023-08-01,364 days,,6.5,,,,,,,,
2023-08-01,365 days - 389 days,,7.1,,,,,,,,
2023-08-01,390 days ,,7.2,,,,,,,,
2023-08-01,391 days - less than 23 months,,7.2,,,,,,,,
2023-08-01,23 months,,7.2,,,,,,,,
2023-08-01,23 months 1 day - less than 2 years,,7.2,,,,,,,,
2023-08-01,2 years - less than 3 years,,7.0,,,,,,,,
2023-08-01,3 years - less than 4 years,,6.5,,,,,,,,
2023-08-01,4 years - less than 5 years,,6.25,,,,,,,,
2023-08-01,5 years - 10 years,,6.2,,,,,,,,
2023-08-01,7 days - 14 days,,,3.0,,,,,,,
2023-08-01,15 days - 29 days,,,3.0,,,,,,,
2023-08-01,30 days - 45 days,,,3.5,,,,,,,
2023-08-01,46 days - 60 days,,,4.25,,,,,,,
2023-08-01,61 days - 90 days,,,4.5,,,,,,,
2023-08-01,91 days - 120 days,,,4.75,,,,,,,
2023-08-01,121 days - 150 days,,,4.75,,,,,,,
2023-08-01,151 days - 184 days,,,4.75,,,,,,,
2023-08-01,185 days - 210 days,,,5.75,,,,,,,
2023-08-01,211 days - 270 days,,,5.75,,,,,,,
2023-08-01,271 days - 289 days,,,6.0,,,,,,,
2023-08-01,290 days - less than 1 year,,,6.0,,,,,,,
2023-08-01,1 year - 389 days,,,6.7,,,,,,,
2023-08-01,390 days - < 15 months,,,6.7,,,,,,,
2023-08-01,15 months - < 18 months,,,7.1,,,,,,,
2023-08-01,18 months - 2 years,,,7.1,,,,,,,
2023-08-01,2 years 1 day - 3 years,,,7.0,,,,,,,
2023-08-01,3 years 1 day - 5 years,,,7.0,,,,,,,
2023-08-01,5 years 1 day - 10 years,,,6.9,,,,,,,
2023-08-01,7 days - 14 days,,,,3.0,,,,,,
2023-08-01,15 days - 29 days,,,,3.0,,,,,,
2023-08-01,30 days - 45 days,,,,3.5,,,,,,
2023-08-01,46 days - 60 days,,,,4.25,,,,,,
2023-08-01,61 days - less than 3 months,,,,4.5,,,,,,
2023-08-01,3 months - less than 4 months,,,,4.75,,,,,,
2023-08-01,4 months - less than 5 months,,,,4.75,,,,,,
2023-08-01,5 months - less than 6 months,,,,4.75,,,,,,
2023-08-01,6 months - less than 7 months,,,,5.75,,,,,,
2023-08-01,7 months - less than 8 months,,,,5.75,,,,,,
2023-08-01,8 months - less than 9 months,,,,5.75,,,,,,
2023-08-01,9 months - less than 10 months,,,,6.0,,,,,,
2023-08-01,10 months - less than 11 months,,,,6.0,,,,,,
2023-08-01,11 months - 11 months 24 days,,,,6.0,,,,,,
2023-08-01,11 months 25 days - less than 1 year,,,,6.0,,,,,,
2023-08-01,1 year - 1 year 4 days,,,,6.7,,,,,,
2023-08-01,1 year 5 days - 1 year 10 days,,,,6.7,,,,,,
2023-08-01,1 year 11 days - 1 year 24 days,,,,6.7,,,,,,
2023-08-01,1 year 25 days - less than 13 months,,,,6.7,,,,,,
2023-08-01,13 months - less than 14 months,,,,6.7,,,,,,
2023-08-01,14 months - less than 15 months,,,,6.7,,,,,,
2023-08-01,15 months - less than 16 months,,,,7.1,,,,,,
2023-08-01,16 months - less than 17 months,,,,7.1,,,,,,
2023-08-01,17 months - less than 18 months,,,,7.1,,,,,,
2023-08-01,18 months - less than 2 years,,,,7.1,,,,,,
2023-08-01,2 years - less than 30 months,,,,7.1,,,,,,
2023-08-01,30 months - less than 3 years,,,,7.1,,,,,,
2023-08-01,3 years - less than 5 years,,,,7.1,,,,,,
2023-08-01,5 years - 10 years,,,,7.0,,,,,,
2023-08-01,7 - 14 days,,,,,3.5,,,,,
2023-08-01,15 - 29 days,,,,,3.5,,,,,
2023-08-01,30 - 45 days,,,,,4.0,,,,,
2023-08-01,46 - 90 days,,,,,4.5,,,,,
2023-08-01,91 - 180 days,,,,,5.0,,,,,
2023-08-01,181 days - 1 year,,,,,6.5,,,,,
2023-08-01,1 year 1 day - 550 days,,,,,7.5,,,,,
2023-08-01,551 days - 2 years,,,,,7.25,,,,,
2023-08-01,2 years 1 day - 749 days,,,,,7.25,,,,,
2023-08-01,750 days,,,,,7.25,,,,,
2023-08-01,751 days - 3 years,,,,,7.25,,,,,
2023-08-01,3 years 1 day - 5 years,,,,,7.0,,,,,
2023-08-01,5 years 1 day - 10 years,,,,,7.0,,,,,
2023-08-01,7 days - 45 days,,,,,,3.0,,,,
2023-08-01,46 days - 179 days,,,,,,4.5,,,,
2023-08-01,180 days - 210 days,,,,,,5.25,,,,
2023-08-01,211 days - less than 1 year,,,,,,5.75,,,,
2023-08-01,1 year - less than 2 year,,,,,,6.8,,,,
2023-08-01,2 years - less than 3 years,,,,,,7.0,,,,
2023-08-01,3 years - less than 5 years,,,,,,6.5,,,,
2023-08-01,5 years and up - 10 years,,,,,,6.5,,,,
2023-08-01,400 days ,,,,,,7.1,,,,
2023-08-01,7 - 14 days,,,,,,,3.5,,,
2023-08-01,15 - 29 days,,,,,,,3.5,,,
2023-08-01,30 - 45 days,,,,,,,3.5,,,
2023-08-01,46 - 90 days,,,,,,,4.5,,,
2023-08-01,91 - 179 days,,,,,,,4.5,,,
2023-08-01,180 - 270 days,,,,,,,5.5,,,
2023-08-01,271 days - less than 1 year,,,,,,,5.8,,,
2023-08-01,1 year,,,,,,,6.75,,,
2023-08-01,Above 1 year - 443 days,,,,,,,6.8,,,
2023-08-01,444 days,,,,,,,7.25,,,
2023-08-01,445 days - 2 years,,,,,,,6.8,,,
2023-08-01,Above 2 years - 3 years,,,,,,,7.0,,,
2023-08-01,Above 3 years - 5 years,,,,,,,6.5,,,
2023-08-01,Above 5 years - 10 years,,,,,,,6.5,,,
2023-08-01,7 days - 14 days,,,,,,,,3.0,,
2023-08-01,15 days - 45 days,,,,,,,,3.0,,
2023-08-01,46 days - 90 days,,,,,,,,4.5,,
2023-08-01,91 days - 180 days,,,,,,,,4.5,,
2023-08-01,181 days - 210 days,,,,,,,,5.25,,
2023-08-01,211 days - 270 days,,,,,,,,5.75,,
2023-08-01,271 days & above and less than 1 year,,,,,,,,5.75,,
2023-08-01,1 year,,,,,,,,6.75,,
2023-08-01,Above 1 year - 400 days,,,,,,,,6.75,,
2023-08-01,Above 400 days and up - 2 years,,,,,,,,6.75,,
2023-08-01,Above 2 years and up - 3 years,,,,,,,,7.05,,
2023-08-01,Above 3 years and up - 5 years,,,,,,,,6.5,,
2023-08-01,Above 5 years and up - 10 years,,,,,,,,6.5,,
2023-08-01,399 days ,,,,,,,,7.25,,
2023-08-01,7 days - 45 days*,,,,,,,,,4.0,
2023-08-01,46 days - 90 days,,,,,,,,,5.25,
2023-08-01,91 days - 179 days,,,,,,,,,5.5,
2023-08-01,180 days - 269 days,,,,,,,,,6.25,
2023-08-01,270 days - less than 1 year,,,,,,,,,6.5,
2023-08-01,1 year,,,,,,,,,6.9,
2023-08-01,444 days,,,,,,,,,7.25,
2023-08-01,Above 1 year - less than 2 years,,,,,,,,,6.9,
2023-08-01,2 years - less than 3 years,,,,,,,,,6.85,
2023-08-01,3 years - less than 5 years,,,,,,,,,6.8,
2023-08-01,5 years - 10 years,,,,,,,,,6.7,
2023-08-01,7 days - 14 days,,,,,,,,,,3.0
2023-08-01,15 days - 30 days,,,,,,,,,,3.0
2023-08-01,31 days - 45 days,,,,,,,,,,3.0
2023-08-01,46 days - 90 days,,,,,,,,,,4.05
2023-08-01,91 days - 120 days,,,,,,,,,,4.3
2023-08-01,121 days - 180 days,,,,,,,,,,4.4
2023-08-01,181 days - less than 1 year,,,,,,,,,,5.25
2023-08-01,1 year,,,,,,,,,,6.3
2023-08-01,Above 1 year - 398 days,,,,,,,,,,6.3
2023-08-01,399 days,,,,,,,,,,7.0
2023-08-01,400 days - 2 years,,,,,,,,,,6.3
2023-08-01,Above 2 years - less than 3 years,,,,,,,,,,6.3
2023-08-01,3 years,,,,,,,,,,6.5
2023-08-01,Above 3 years - 5 years,,,,,,,,,,6.7
2023-08-01,Above 5 years - 10 years,,,,,,,,,,6.7
2023-08-02,7 - 14 days,3.0,,,,,,,,,
2023-08-02,15 - 29 days,3.0,,,,,,,,,
2023-08-02,30 - 45 days,3.5,,,,,,,,,
2023-08-02,46 - 60 days,4.5,,,,,,,,,
2023-08-02,61 - 89 days,4.5,,,,,,,,,
2023-08-02,90 days - 6 months,4.5,,,,,,,,,
2023-08-02,6 months 1 day - 9 months,5.75,,,,,,,,,
2023-08-02,9 months 1 day - less than 1 year,6.0,,,,,,,,,
2023-08-02,1 year - less than 15 months,6.6,,,,,,,,,
2023-08-02,15 months - less than 18 months,7.1,,,,,,,,,
2023-08-02,18 months - less than 21 months,7.0,,,,,,,,,
2023-08-02,21 months  - 2 years,7.0,,,,,,,,,
2023-08-02,2 years 1 day - less than 2 years 11 months,7.0,,,,,,,,,
2023-08-02,2 years 11 months ,7.2,,,,,,,,,
2023-08-02,2 years 11 months 1 day - 3 years,7.0,,,,,,,,,
2023-08-02,3 years 1 day - less than 4 years 7 months,7.0,,,,,,,,,
2023-08-02,4 years 7 months ,7.25,,,,,,,,,
2023-08-02,4 years 7 months 1 day - 5 years,7.0,,,,,,,,,
2023-08-02,5 years 1 day - 10 years,7.0,,,,,,,,,
2023-08-02,7 - 14 days,,2.75,,,,,,,,
2023-08-02,15 - 30 days,,3.0,,,,,,,,
2023-08-02,31 - 45 days,,3.25,,,,,,,,
2023-08-02,46 - 90 days,,3.5,,,,,,,,
2023-08-02,91 - 120 days,,4.0,,,,,,,,
2023-08-02,121 - 179 days,,4.25,,,,,,,,
2023-08-02,180 days,,7.0,,,,,,,,
2023-08-02,181 days - 269 days,,6.0,,,,,,,,
2023-08-02,270 days,,6.0,,,,,,,,
2023-08-02,271 days - 363 days,,6.0,,,,,,,,
2023-08-02,364 days,,6.5,,,,,,,,
2023-08-02,365 days - 389 days,,7.1,,,,,,,,
2023-08-02,390 days ,,7.2,,,,,,,,
2023-08-02,391 days - less than 23 months,,7.2,,,,,,,,
2023-08-02,23 months,,7.2,,,,,,,,
2023-08-02,23 months 1 day - less than 2 years,,7.2,,,,,,,,
2023-08-02,2 years - less than 3 years,,7.0,,,,,,,,
2023-08-02,3 years - less than 4 years,,6.5,,,,,,,,
2023-08-02,4 years - less than 5 years,,6.25,,,,,,,,
2023-08-02,5 years - 10 years,,6.2,,,,,,,,
2023-08-02,7 days - 14 days,,,3.0,,,,,,,
2023-08-02,15 days - 29 days,,,3.0,,,,,,,
2023-08-02,30 days - 45 days,,,3.5,,,,,,,
2023-08-02,46 days - 60 days,,,4.25,,,,,,,
2023-08-02,61 days - 90 days,,,4.5,,,,,,,
2023-08-02,91 days - 120 days,,,4.75,,,,,,,
2023-08-02,121 days - 150 days,,,4.75,,,,,,,
2023-08-02,151 days - 184 days,,,4.75,,,,,,,
2023-08-02,185 days - 210 days,,,5.75,,,,,,,
2023-08-02,211 days - 270 days,,,5.75,,,,,,,
2023-08-02,271 days - 289 days,,,6.0,,,,,,,
2023-08-02,290 days - less than 1 year,,,6.0,,,,,,,
2023-08-02,1 year - 389 days,,,6.7,,,,,,,
2023-08-02,390 days - < 15 months,,,6.7,,,,,,,
2023-08-02,15 months - < 18 months,,,7.1,,,,,,,
2023-08-02,18 months - 2 years,,,7.1,,,,,,,
2023-08-02,2 years 1 day - 3 years,,,7.0,,,,,,,
2023-08-02,3 years 1 day - 5 years,,,7.0,,,,,,,
2023-08-02,5 years 1 day - 10 years,,,6.9,,,,,,,
2023-08-02,7 days - 14 days,,,,3.0,,,,,,
2023-08-02,15 days - 29 days,,,,3.0,,,,,,
2023-08-02,30 days - 45 days,,,,3.5,,,,,,
2023-08-02,46 days - 60 days,,,,4.25,,,,,,
2023-08-02,61 days - less than 3 months,,,,4.5,,,,,,
2023-08-02,3 months - less than 4 months,,,,4.75,,,,,,
2023-08-02,4 months - less than 5 months,,,,4.75,,,,,,
2023-08-02,5 months - less than 6 months,,,,4.75,,,,,,
2023-08-02,6 months - less than 7 months,,,,5.75,,,,,,
