Date,Tenure,HDFC,KOTAK,ICICI,AXIS,IDFC,SBI,PNB,BOB,CANARA,UNION
2023-09-03,15 months - less than 16 months,,,,7.1,,,,,,
2023-09-03,16 months - less than 17 months,,,,7.1,,,,,,
2023-09-03,17 months - less than 18 months,,,,7.1,,,,,,
2023-09-03,18 months - less than 2 years,,,,7.1,,,,,,
2023-09-03,2 years - less than 30 months,,,,7.1,,,,,,
2023-09-03,30 months - less than 3 years,,,,7.1,,,,,,
2023-09-03,3 years - less than 5 years,,,,7.1,,,,,,
2023-09-03,5 years - 10 years,,,,7.0,,,,,,
2023-09-03,7 - 14 days,,,,,3.5,,,,,
2023-09-03,15 - 29 days,,,,,3.5,,,,,
2023-09-03,30 - 45 days,,,,,4.0,,,,,
2023-09-03,46 - 90 days,,,,,4.5,,,,,
2023-09-03,91 - 180 days,,,,,5.0,,,,,
2023-09-03,181 days - 1 year,,,,,6.5,,,,,
2023-09-03,1 year 1 day - 550 days,,,,,7.5,,,,,
2023-09-03,551 days - 2 years,,,,,7.25,,,,,
2023-09-03,2 years 1 day - 749 days,,,,,7.25,,,,,
2023-09-03,750 days,,,,,7.25,,,,,
2023-09-03,751 days - 3 years,,,,,7.25,,,,,
2023-09-03,3 years 1 day - 5 years,,,,,7.0,,,,,
2023-09-03,5 years 1 day - 10 years,,,,,7.0,,,,,
2023-09-03,7 days - 45 days,,,,,,3.0,,,,
2023-09-03,46 days - 179 days,,,,,,4.5,,,,
2023-09-03,180 days - 210 days,,,,,,5.25,,,,
2023-09-03,211 days - less than 1 year,,,,,,5.75,,,,
2023-09-03,1 year - less than 2 year,,,,,,6.8,,,,
2023-09-03,2 years - less than 3 years,,,,,,7.0,,,,
2023-09-03,3 years - less than 5 years,,,,,,6.5,,,,
2023-09-03,5 years and up - 10 years,,,,,,6.5,,,,
2023-09-03,400 days ,,,,,,7.1,,,,
2023-09-03,7 - 14 days,,,,,,,3.5,,,
2023-09-03,15 - 29 days,,,,,,,3.5,,,
2023-09-03,30 - 45 days,,,,,,,3.5,,,
2023-09-03,46 - 90 days,,,,,,,4.5,,,
2023-09-03,91 - 179 days,,,,,,,4.5,,,
2023-09-03,180 - 270 days,,,,,,,5.5,,,
2023-09-03,271 days - less than 1 year,,,,,,,5.8,,,
2023-09-03,1 year,,,,,,,6.75,,,
2023-09-03,Above 1 year - 443 days,,,,,,,6.8,,,
2023-09-03,444 days,,,,,,,7.25,,,
2023-09-03,445 days - 2 years,,,,,,,6.8,,,
2023-09-03,Above 2 years - 3 years,,,,,,,7.0,,,
2023-09-03,Above 3 years - 5 years,,,,,,,6.5,,,
2023-09-03,Above 5 years - 10 years,,,,,,,6.5,,,
2023-09-03,7 days - 14 days,,,,,,,,3.0,,
2023-09-03,15 days - 45 days,,,,,,,,3.0,,
2023-09-03,46 days - 90 days,,,,,,,,4.5,,
2023-09-03,91 days - 180 days,,,,,,,,4.5,,
2023-09-03,181 days - 210 days,,,,,,,,5.25,,
2023-09-03,211 days - 270 days,,,,,,,,5.75,,
2023-09-03,271 days & above and less than 1 year,,,,,,,,5.75,,
2023-09-03,1 year,,,,,,,,6.75,,
2023-09-03,Above 1 year - 400 days,,,,,,,,6.75,,
2023-09-03,Above 400 days and up - 2 years,,,,,,,,6.75,,
2023-09-03,Above 2 years and up - 3 years,,,,,,,,7.05,,
2023-09-03,Above 3 years and up - 5 years,,,,,,,,6.5,,
2023-09-03,Above 5 years and up - 10 years,,,,,,,,6.5,,
2023-09-03,399 days ,,,,,,,,7.25,,
2023-09-03,7 days - 45 days*,,,,,,,,,4.0,
2023-09-03,46 days - 90 days,,,,,,,,,5.25,
2023-09-03,91 days - 179 days,,,,,,,,,5.5,
2023-09-03,180 days - 269 days,,,,,,,,,6.25,
2023-09-03,270 days - less than 1 year,,,,,,,,,6.5,
2023-09-03,1 year,,,,,,,,,6.9,
2023-09-03,444 days,,,,,,,,,7.25,
2023-09-03,Above 1 year - less than 2 years,,,,,,,,,6.9,
2023-09-03,2 years - less than 3 years,,,,,,,,,6.85,
2023-09-03,3 years - less than 5 years,,,,,,,,,6.8,
2023-09-03,5 years - 10 years,,,,,,,,,6.7,
2023-09-03,7 days - 14 days,,,,,,,,,,3.0
2023-09-03,15 days - 30 days,,,,,,,,,,3.0
2023-09-03,31 days - 45 days,,,,,,,,,,3.0
2023-09-03,46 days - 90 days,,,,,,,,,,4.05
2023-09-03,91 days - 120 days,,,,,,,,,,4.3
2023-09-03,121 days - 180 days,,,,,,,,,,4.4
2023-09-03,181 days - less than 1 year,,,,,,,,,,5.25
2023-09-03,1 year,,,,,,,,,,6.3
2023-09-03,Above 1 year - 398 days,,,,,,,,,,6.3
2023-09-03,399 days,,,,,,,,,,7.0
2023-09-03,400 days - 2 years,,,,,,,,,,6.3
2023-09-03,Above 2 years - less than 3 years,,,,,,,,,,6.3
2023-09-03,3 years,,,,,,,,,,6.5
2023-09-03,Above 3 years - 5 years,,,,,,,,,,6.7
2023-09-03,Above 5 years - 10 years,,,,,,,,,,6.7
2023-09-04,7 - 14 days,3.0,,,,,,,,,
2023-09-04,15 - 29 days,3.0,,,,,,,,,
2023-09-04,30 - 45 days,3.5,,,,,,,,,
2023-09-04,46 - 60 days,4.5,,,,,,,,,
2023-09-04,61 - 89 days,4.5,,,,,,,,,
2023-09-04,90 days - 6 months,4.5,,,,,,,,,
2023-09-04,6 months 1 day - 9 months,5.75,,,,,,,,,
2023-09-04,9 months 1 day - less than 1 year,6.0,,,,,,,,,
2023-09-04,1 year - less than 15 months,6.6,,,,,,,,,
2023-09-04,15 months - less than 18 months,7.1,,,,,,,,,
2023-09-04,18 months - less than 21 months,7.0,,,,,,,,,
2023-09-04,21 months  - 2 years,7.0,,,,,,,,,
2023-09-04,2 years 1 day - less than 2 years 11 months,7.0,,,,,,,,,
2023-09-04,2 years 11 months ,7.2,,,,,,,,,
2023-09-04,2 years 11 months 1 day - 3 years,7.0,,,,,,,,,
2023-09-04,3 years 1 day - less than 4 years 7 months,7.0,,,,,,,,,
2023-09-04,4 years 7 months ,7.25,,,,,,,,,
2023-09-04,4 years 7 months 1 day - 5 years,7.0,,,,,,,,,
2023-09-04,5 years 1 day - 10 years,7.0,,,,,,,,,
2023-09-04,7 - 14 days,,2.75,,,,,,,,
2023-09-04,15 - 30 days,,3.0,,,,,,,,
2023-09-04,31 - 45 days,,3.25,,,,,,,,
2023-09-04,46 - 90 days,,3.5,,,,,,,,
2023-09-04,91 - 120 days,,4.0,,,,,,,,
2023-09-04,121 - 179 days,,4.25,,,,,,,,
2023-09-04,180 days,,7.0,,,,,,,,
2023-09-04,181 days - 269 days,,6.0,,,,,,,,
2023-09-04,270 days,,6.0,,,,,,,,
2023-09-04,271 days - 363 days,,6.0,,,,,,,,
2023-09-04,364 days,,6.5,,,,,,,,
2023-09-04,365 days - 389 days,,7.1,,,,,,,,
2023-09-04,390 days ,,7.2,,,,,,,,
2023-09-04,391 days - less than 23 months,,7.2,,,,,,,,
2023-09-04,23 months,,7.2,,,,,,,,
2023-09-04,23 months 1 day - less than 2 years,,7.2,,,,,,,,
2023-09-04,2 years - less than 3 years,,7.0,,,,,,,,
2023-09-04,3 years - less than 4 years,,6.5,,,,,,,,
2023-09-04,4 years - less than 5 years,,6.25,,,,,,,,
2023-09-04,5 years - 10 years,,6.2,,,,,,,,
2023-09-04,7 days - 14 days,,,3.0,,,,,,,
2023-09-04,15 days - 29 days,,,3.0,,,,,,,
2023-09-04,30 days - 45 days,,,3.5,,,,,,,
2023-09-04,46 days - 60 days,,,4.25,,,,,,,
2023-09-04,61 days - 90 days,,,4.5,,,,,,,
2023-09-04,91 days - 120 days,,,4.75,,,,,,,
2023-09-04,121 days - 150 days,,,4.75,,,,,,,
2023-09-04,151 days - 184 days,,,4.75,,,,,,,
2023-09-04,185 days - 210 days,,,5.75,,,,,,,
2023-09-04,211 days - 270 days,,,5.75,,,,,,,
2023-09-04,271 days - 289 days,,,6.0,,,,,,,
2023-09-04,290 days - less than 1 year,,,6.0,,,,,,,
2023-09-04,1 year - 389 days,,,6.7,,,,,,,
2023-09-04,390 days - < 15 months,,,6.7,,,,,,,
2023-09-04,15 months - < 18 months,,,7.1,,,,,,,
2023-09-04,18 months - 2 years,,,7.1,,,,,,,
2023-09-04,2 years 1 day - 3 years,,,7.0,,,,,,,
2023-09-04,3 years 1 day - 5 years,,,7.0,,,,,,,
2023-09-04,5 years 1 day - 10 years,,,6.9,,,,,,,
2023-09-04,7 days - 14 days,,,,3.0,,,,,,
2023-09-04,15 days - 29 days,,,,3.0,,,,,,
2023-09-04,30 days - 45 days,,,,3.5,,,,,,
2023-09-04,46 days - 60 days,,,,4.25,,,,,,
2023-09-04,61 days - less than 3 months,,,,4.5,,,,,,
2023-09-04,3 months - less than 4 months,,,,4.75,,,,,,
2023-09-04,4 months - less than 5 months,,,,4.75,,,,,,
2023-09-04,5 months - less than 6 months,,,,4.75,,,,,,
2023-09-04,6 months - less than 7 months,,,,5.75,,,,,,
2023-09-04,7 months - less than 8 months,,,,5.75,,,,,,
2023-09-04,8 months - less than 9 months,,,,5.75,,,,,,
2023-09-04,9 months - less than 10 months,,,,6.0,,,,,,
2023-09-04,10 months - less than 11 months,,,,6.0,,,,,,
2023-09-04,11 months - 11 months 24 days,,,,6.0,,,,,,
2023-09-04,11 months 25 days - less than 1 year,,,,6.0,,,,,,
2023-09-04,1 year - 1 year 4 days,,,,6.7,,,,,,
2023-09-04,1 year 5 days - 1 year 10 days,,,,6.7,,,,,,
2023-09-04,1 year 11 days - 1 year 24 days,,,,6.7,,,,,,
2023-09-04,1 year 25 days - less than 13 months,,,,6.7,,,,,,
2023-09-04,13 months - less than 14 months,,,,6.7,,,,,,
2023-09-04,14 months - less than 15 months,,,,6.7,,,,,,
2023-09-04,15 months - less than 16 months,,,,7.1,,,,,,
2023-09-04,16 months - less than 17 months,,,,7.1,,,,,,
2023-09-04,17 months - less than 18 months,,,,7.1,,,,,,
2023-09-04,18 months - less than 2 years,,,,7.1,,,,,,
2023-09-04,2 years - less than 30 months,,,,7.1,,,,,,
2023-09-04,30 months - less than 3 years,,,,7.1,,,,,,
2023-09-04,3 years - less than 5 years,,,,7.1,,,,,,
2023-09-04,5 years - 10 years,,,,7.0,,,,,,
2023-09-04,7 - 14 days,,,,,3.5,,,,,
2023-09-04,15 - 29 days,,,,,3.5,,,,,
2023-09-04,30 - 45 days,,,,,4.0,,,,,
2023-09-04,46 - 90 days,,,,,4.5,,,,,
2023-09-04,91 - 180 days,,,,,5.0,,,,,
2023-09-04,181 days - 1 year,,,,,6.5,,,,,
2023-09-04,1 year 1 day - 550 days,,,,,7.5,,,,,
2023-09-04,551 days - 2 years,,,,,7.25,,,,,
2023-09-04,2 years 1 day - 749 days,,,,,7.25,,,,,
2023-09-04,750 days,,,,,7.25,,,,,
2023-09-04,751 days - 3 years,,,,,7.25,,,,,
2023-09-04,3 years 1 day - 5 years,,,,,7.0,,,,,
2023-09-04,5 years 1 day - 10 years,,,,,7.0,,,,,
2023-09-04,7 days - 45 days,,,,,,3.0,,,,
2023-09-04,46 days - 179 days,,,,,,4.5,,,,
2023-09-04,180 days - 210 days,,,,,,5.25,,,,
2023-09-04,211 days - less than 1 year,,,,,,5.75,,,,
2023-09-04,1 year - less than 2 year,,,,,,6.8,,,,
2023-09-04,2 years - less than 3 years,,,,,,7.0,,,,
2023-09-04,3 years - less than 5 years,,,,,,6.5,,,,
2023-09-04,5 years and up - 10 years,,,,,,6.5,,,,
2023-09-04,400 days ,,,,,,7.1,,,,
2023-09-04,7 - 14 days,,,,,,,3.5,,,
2023-09-04,15 - 29 days,,,,,,,3.5,,,
2023-09-04,30 - 45 days,,,,,,,3.5,,,
2023-09-04,46 - 90 days,,,,,,,4.5,,,
2023-09-04,91 - 179 days,,,,,,,4.5,,,
2023-09-04,180 - 270 days,,,,,,,5.5,,,
2023-09-04,271 days - less than 1 year,,,,,,,5.8,,,
2023-09-04,1 year,,,,,,,6.75,,,
2023-09-04,Above 1 year - 443 days,,,,,,,6.8,,,
2023-09-04,444 days,,,,,,,7.25,,,
2023-09-04,445 days - 2 years,,,,,,,6.8,,,
2023-09-04,Above 2 years - 3 years,,,,,,,7.0,,,
2023-09-04,Above 3 years - 5 years,,,,,,,6.5,,,
2023-09-04,Above 5 years - 10 years,,,,,,,6.5,,,
2023-09-04,7 days - 14 days,,,,,,,,3.0,,
2023-09-04,15 days - 45 days,,,,,,,,3.0,,
2023-09-04,46 days - 90 days,,,,,,,,4.5,,
2023-09-04,91 days - 180 days,,,,,,,,4.5,,
2023-09-04,181 days - 210 days,,,,,,,,5.25,,
2023-09-04,211 days - 270 days,,,,,,,,5.75,,
2023-09-04,271 days & above and less than 1 year,,,,,,,,5.75,,
2023-09-04,1 year,,,,,,,,6.75,,
2023-09-04,Above 1 year - 400 days,,,,,,,,6.75,,
2023-09-04,Above 400 days and up - 2 years,,,,,,,,6.75,,
2023-09-04,Above 2 years and up - 3 years,,,,,,,,7.05,,
2023-09-04,Above 3 years and up - 5 years,,,,,,,,6.5,,
2023-09-04,Above 5 years and up - 10 years,,,,,,,,6.5,,
2023-09-04,399 days ,,,,,,,,7.25,,
2023-09-04,7 days - 45 days*,,,,,,,,,4.0,
2023-09-04,46 days - 90 days,,,,,,,,,5.25,
2023-09-04,91 days - 179 days,,,,,,,,,5.5,
2023-09-04,180 days - 269 days,,,,,,,,,6.25,
2023-09-04,270 days - less than 1 year,,,,,,,,,6.5,
2023-09-04,1 year,,,,,,,,,6.9,
2023-09-04,444 days,,,,,,,,,7.25,
2023-09-04,Above 1 year - less than 2 years,,,,,,,,,6.9,
2023-09-04,2 years - less than 3 years,,,,,,,,,6.85,
2023-09-04,3 years - less than 5 years,,,,,,,,,6.8,
2023-09-04,5 years - 10 years,,,,,,,,,6.7,
2023-09-04,7 days - 14 days,,,,,,,,,,3.0
2023-09-04,15 days - 30 days,,,,,,,,,,3.0
2023-09-04,31 days - 45 days,,,,,,,,,,3.0
2023-09-04,46 days - 90 days,,,,,,,,,,4.05
2023-09-04,91 days - 120 days,,,,,,,,,,4.3
2023-09-04,121 days - 180 days,,,,,,,,,,4.4
2023-09-04,181 days - less than 1 year,,,,,,,,,,5.25
2023-09-04,1 year,,,,,,,,,,6.3
2023-09-04,Above 1 year - 398 days,,,,,,,,,,6.3
2023-09-04,399 days,,,,,,,,,,7.0
2023-09-04,400 days - 2 years,,,,,,,,,,6.3
2023-09-04,Above 2 years - less than 3 years,,,,,,,,,,6.3
2023-09-04,3 years,,,,,,,,,,6.5
2023-09-04,Above 3 years - 5 years,,,,,,,,,,6.7
2023-09-04,Above 5 years - 10 years,,,,,,,,,,6.7
2023-09-05,7 - 14 days,3.0,,,,,,,,,
2023-09-05,15 - 29 days,3.0,,,,,,,,,
2023-09-05,30 - 45 days,3.5,,,,,,,,,
2023-09-05,46 - 60 days,4.5,,,,,,,,,
2023-09-05,61 - 89 days,4.5,,,,,,,,,
2023-09-05,90 days - 6 months,4.5,,,,,,,,,
2023-09-05,6 months 1 day - 9 months,5.75,,,,,,,,,
2023-09-05,9 months 1 day - less than 1 year,6.0,,,,,,,,,
2023-09-05,1 year - less than 15 months,6.6,,,,,,,,,
2023-09-05,15 months - less than 18 months,7.1,,,,,,,,,
2023-09-05,18 months - less than 21 months,7.0,,,,,,,,,
2023-09-05,21 months  - 2 years,7.0,,,,,,,,,
2023-09-05,2 years 1 day - less than 2 years 11 months,7.0,,,,,,,,,
2023-09-05,2 years 11 months ,7.2,,,,,,,,,
2023-09-05,2 years 11 months 1 day - 3 years,7.0,,,,,,,,,
2023-09-05,3 years 1 day - less than 4 years 7 months,7.0,,,,,,,,,
2023-09-05,4 years 7 months ,7.25,,,,,,,,,
2023-09-05,4 years 7 months 1 day - 5 years,7.0,,,,,,,,,
2023-09-05,5 years 1 day - 10 years,7.0,,,,,,,,,
2023-09-05,7 - 14 days,,2.75,,,,,,,,
2023-09-05,15 - 30 days,,3.0,,,,,,,,
2023-09-05,31 - 45 days,,3.25,,,,,,,,
2023-09-05,46 - 90 days,,3.5,,,,,,,,
2023-09-05,91 - 120 days,,4.0,,,,,,,,
2023-09-05,121 - 179 days,,4.25,,,,,,,,
2023-09-05,180 days,,7.0,,,,,,,,
2023-09-05,181 days - 269 days,,6.0,,,,,,,,
2023-09-05,270 days,,6.0,,,,,,,,
2023-09-05,271 days - 363 days,,6.0,,,,,,,,
2023-09-05,364 days,,6.5,,,,,,,,
2023-09-05,365 days - 389 days,,7.1,,,,,,,,
2023-09-05,390 days ,,7.2,,,,,,,,
2023-09-05,391 days - less than 23 months,,7.2,,,,,,,,
2023-09-05,23 months,,7.2,,,,,,,,
2023-09-05,23 months 1 day - less than 2 years,,7.2,,,,,,,,
2023-09-05,2 years - less than 3 years,,7.0,,,,,,,,
2023-09-05,3 years - less than 4 years,,6.5,,,,,,,,
2023-09-05,4 years - less than 5 years,,6.25,,,,,,,,
2023-09-05,5 years - 10 years,,6.2,,,,,,,,
2023-09-05,7 days - 14 days,,,3.0,,,,,,,
2023-09-05,15 days - 29 days,,,3.0,,,,,,,
2023-09-05,30 days - 45 days,,,3.5,,,,,,,
2023-09-05,46 days - 60 days,,,4.25,,,,,,,
2023-09-05,61 days - 90 days,,,4.5,,,,,,,
2023-09-05,91 days - 120 days,,,4.75,,,,,,,
2023-09-05,121 days - 150 days,,,4.75,,,,,,,
2023-09-05,151 days - 184 days,,,4.75,,,,,,,
2023-09-05,185 days - 210 days,,,5.75,,,,,,,
2023-09-05,211 days - 270 days,,,5.75,,,,,,,
2023-09-05,271 days - 289 days,,,6.0,,,,,,,
2023-09-05,290 days - less than 1 year,,,6.0,,,,,,,
2023-09-05,1 year - 389 days,,,6.7,,,,,,,
2023-09-05,390 days - < 15 months,,,6.7,,,,,,,
2023-09-05,15 months - < 18 months,,,7.1,,,,,,,
2023-09-05,18 months - 2 years,,,7.1,,,,,,,
2023-09-05,2 years 1 day - 3 years,,,7.0,,,,,,,
2023-09-05,3 years 1 day - 5 years,,,7.0,,,,,,,
2023-09-05,5 years 1 day - 10 years,,,6.9,,,,,,,
2023-09-05,7 days - 14 days,,,,3.0,,,,,,
2023-09-05,15 days - 29 days,,,,3.0,,,,,,
2023-09-05,30 days - 45 days,,,,3.5,,,,,,
2023-09-05,46 days - 60 days,,,,4.25,,,,,,
2023-09-05,61 days - less than 3 months,,,,4.5,,,,,,
2023-09-05,3 months - less than 4 months,,,,4.75,,,,,,
2023-09-05,4 months - less than 5 months,,,,4.75,,,,,,
2023-09-05,5 months - less than 6 months,,,,4.75,,,,,,
2023-09-05,6 months - less than 7 months,,,,5.75,,,,,,
2023-09-05,7 months - less than 8 months,,,,5.75,,,,,,
2023-09-05,8 months - less than 9 months,,,,5.75,,,,,,
2023-09-05,9 months - less than 10 months,,,,6.0,,,,,,
2023-09-05,10 months - less than 11 months,,,,6.0,,,,,,
2023-09-05,11 months - 11 months 24 days,,,,6.0,,,,,,
2023-09-05,11 months 25 days - less than 1 year,,,,6.0,,,,,,
2023-09-05,1 year - 1 year 4 days,,,,6.7,,,,,,
2023-09-05,1 year 5 days - 1 year 10 days,,,,6.7,,,,,,
2023-09-05,1 year 11 days - 1 year 24 days,,,,6.7,,,,,,
2023-09-05,1 year 25 days - less than 13 months,,,,6.7,,,,,,
2023-09-05,13 months - less than 14 months,,,,6.7,,,,,,
2023-09-05,14 months - less than 15 months,,,,6.7,,,,,,
2023-09-05,15 months - less than 16 months,,,,7.1,,,,,,
2023-09-05,16 months - less than 17 months,,,,7.1,,,,,,
2023-09-05,17 months - less than 18 months,,,,7.1,,,,,,
2023-09-05,18 months - less than 2 years,,,,7.1,,,,,,
2023-09-05,2 years - less than 30 months,,,,7.1,,,,,,
2023-09-05,30 months - less than 3 years,,,,7.1,,,,,,
2023-09-05,3 years - less than 5 years,,,,7.1,,,,,,
2023-09-05,5 years - 10 years,,,,7.0,,,,,,
2023-09-05,7 - 14 days,,,,,3.5,,,,,
2023-09-05,15 - 29 days,,,,,3.5,,,,,
2023-09-05,30 - 45 days,,,,,4.0,,,,,
2023-09-05,46 - 90 days,,,,,4.5,,,,,
2023-09-05,91 - 180 days,,,,,5.0,,,,,
2023-09-05,181 days - 1 year,,,,,6.5,,,,,
2023-09-05,1 year 1 day - 550 days,,,,,7.5,,,,,
2023-09-05,551 days - 2 years,,,,,7.25,,,,,
2023-09-05,2 years 1 day - 749 days,,,,,7.25,,,,,
2023-09-05,750 days,,,,,7.25,,,,,
2023-09-05,751 days - 3 years,,,,,7.25,,,,,
2023-09-05,3 years 1 day - 5 years,,,,,7.0,,,,,
2023-09-05,5 years 1 day - 10 years,,,,,7.0,,,,,
2023-09-05,7 days - 45 days,,,,,,3.0,,,,
2023-09-05,46 days - 179 days,,,,,,4.5,,,,
2023-09-05,180 days - 210 days,,,,,,5.25,,,,
2023-09-05,211 days - less than 1 year,,,,,,5.75,,,,
2023-09-05,1 year - less than 2 year,,,,,,6.8,,,,
2023-09-05,2 years - less than 3 years,,,,,,7.0,,,,
2023-09-05,3 years - less than 5 years,,,,,,6.5,,,,
2023-09-05,5 years and up - 10 years,,,,,,6.5,,,,
2023-09-05,400 days ,,,,,,7.1,,,,
2023-09-05,7 - 14 days,,,,,,,3.5,,,
2023-09-05,15 - 29 days,,,,,,,3.5,,,
2023-09-05,30 - 45 days,,,,,,,3.5,,,
2023-09-05,46 - 90 days,,,,,,,4.5,,,
2023-09-05,91 - 179 days,,,,,,,4.5,,,
2023-09-05,180 - 270 days,,,,,,,5.5,,,
2023-09-05,271 days - less than 1 year,,,,,,,5.8,,,
2023-09-05,1 year,,,,,,,6.75,,,
2023-09-05,Above 1 year - 443 days,,,,,,,6.8,,,
2023-09-05,444 days,,,,,,,7.25,,,
2023-09-05,445 days - 2 years,,,,,,,6.8,,,
2023-09-05,Above 2 years - 3 years,,,,,,,7.0,,,
2023-09-05,Above 3 years - 5 years,,,,,,,6.5,,,
2023-09-05,Above 5 years - 10 years,,,,,,,6.5,,,
2023-09-05,7 days - 14 days,,,,,,,,3.0,,
2023-09-05,15 days - 45 days,,,,,,,,3.0,,
2023-09-05,46 days - 90 days,,,,,,,,4.5,,
2023-09-05,91 days - 180 days,,,,,,,,4.5,,
2023-09-05,181 days - 210 days,,,,,,,,5.25,,
2023-09-05,211 days - 270 days,,,,,,,,5.75,,
2023-09-05,271 days & above and less than 1 year,,,,,,,,5.75,,
2023-09-05,1 year,,,,,,,,6.75,,
2023-09-05,Above 1 year - 400 days,,,,,,,,6.75,,
2023-09-05,Above 400 days and up - 2 years,,,,,,,,6.75,,
2023-09-05,Above 2 years and up - 3 years,,,,,,,,7.05,,
2023-09-05,Above 3 years and up - 5 years,,,,,,,,6.5,,
2023-09-05,Above 5 years and up - 10 years,,,,,,,,6.5,,
2023-09-05,399 days ,,,,,,,,7.25,,
2023-09-05,7 days - 45 days*,,,,,,,,,4.0,
2023-09-05,46 days - 90 days,,,,,,,,,5.25,
2023-09-05,91 days - 179 days,,,,,,,,,5.5,
2023-09-05,180 days - 269 days,,,,,,,,,6.25,
2023-09-05,270 days - less than 1 year,,,,,,,,,6.5,
2023-09-05,1 year,,,,,,,,,6.9,
2023-09-05,444 days,,,,,,,,,7.25,
2023-09-05,Above 1 year - less than 2 years,,,,,,,,,6.9,
2023-09-05,2 years - less than 3 years,,,,,,,,,6.85,
2023-09-05,3 years - less than 5 years,,,,,,,,,6.8,
2023-09-05,5 years - 10 years,,,,,,,,,6.7,
2023-09-05,7 days - 14 days,,,,,,,,,,3.0
2023-09-05,15 days - 30 days,,,,,,,,,,3.0
2023-09-05,31 days - 45 days,,,,,,,,,,3.0
2023-09-05,46 days - 90 days,,,,,,,,,,4.05
2023-09-05,91 days - 120 days,,,,,,,,,,4.3
2023-09-05,121 days - 180 days,,,,,,,,,,4.4
2023-09-05,181 days - less than 1 year,,,,,,,,,,5.25
2023-09-05,1 year,,,,,,,,,,6.3
2023-09-05,Above 1 year - 398 days,,,,,,,,,,6.3
2023-09-05,399 days,,,,,,,,,,7.0
2023-09-05,400 days - 2 years,,,,,,,,,,6.3
2023-09-05,Above 2 years - less than 3 years,,,,,,,,,,6.3
2023-09-05,3 years,,,,,,,,,,6.5
2023-09-05,Above 3 years - 5 years,,,,,,,,,,6.7
2023-09-05,Above 5 years - 10 years,,,,,,,,,,6.7
2023-09-06,7 - 14 days,3.0,,,,,,,,,
2023-09-06,15 - 29 days,3.0,,,,,,,,,
2023-09-06,30 - 45 days,3.5,,,,,,,,,
2023-09-06,46 - 60 days,4.5,,,,,,,,,
2023-09-06,61 - 89 days,4.5,,,,,,,,,
2023-09-06,90 days - 6 months,4.5,,,,,,,,,
2023-09-06,6 months 1 day - 9 months,5.75,,,,,,,,,
2023-09-06,9 months 1 day - less than 1 year,6.0,,,,,,,,,
2023-09-06,1 year - less than 15 months,6.6,,,,,,,,,
2023-09-06,15 months - less than 18 months,7.1,,,,,,,,,
2023-09-06,18 months - less than 21 months,7.0,,,,,,,,,
2023-09-06,21 months  - 2 years,7.0,,,,,,,,,
2023-09-06,2 years 1 day - less than 2 years 11 months,7.0,,,,,,,,,
2023-09-06,2 years 11 months ,7.2,,,,,,,,,
2023-09-06,2 years 11 months 1 day - 3 years,7.0,,,,,,,,,
2023-09-06,3 years 1 day - less than 4 years 7 months,7.0,,,,,,,,,
2023-09-06,4 years 7 months ,7.25,,,,,,,,,
2023-09-06,4 years 7 months 1 day - 5 years,7.0,,,,,,,,,
2023-09-06,5 years 1 day - 10 years,7.0,,,,,,,,,
2023-09-06,7 - 14 days,,2.75,,,,,,,,
2023-09-06,15 - 30 days,,3.0,,,,,,,,
2023-09-06,31 - 45 days,,3.25,,,,,,,,
2023-09-06,46 - 90 days,,3.5,,,,,,,,
2023-09-06,91 - 120 days,,4.0,,,,,,,,
2023-09-06,121 - 179 days,,4.25,,,,,,,,
2023-09-06,180 days,,7.0,,,,,,,,
2023-09-06,181 days - 269 days,,6.0,,,,,,,,
2023-09-06,270 days,,6.0,,,,,,,,
2023-09-06,271 days - 363 days,,6.0,,,,,,,,
2023-09-06,364 days,,6.5,,,,,,,,
2023-09-06,365 days - 389 days,,7.1,,,,,,,,
2023-09-06,390 days ,,7.2,,,,,,,,
2023-09-06,391 days - less than 23 months,,7.2,,,,,,,,
2023-09-06,23 months,,7.2,,,,,,,,
2023-09-06,23 months 1 day - less than 2 years,,7.2,,,,,,,,
2023-09-06,2 years - less than 3 years,,7.0,,,,,,,,
2023-09-06,3 years - less than 4 years,,6.5,,,,,,,,
2023-09-06,4 years - less than 5 years,,6.25,,,,,,,,
2023-09-06,5 years - 10 years,,6.2,,,,,,,,
2023-09-06,7 days - 14 days,,,3.0,,,,,,,
2023-09-06,15 days - 29 days,,,3.0,,,,,,,
2023-09-06,30 days - 45 days,,,3.5,,,,,,,
2023-09-06,46 days - 60 days,,,4.25,,,,,,,
2023-09-06,61 days - 90 days,,,4.5,,,,,,,
2023-09-06,91 days - 120 days,,,4.75,,,,,,,
2023-09-06,121 days - 150 days,,,4.75,,,,,,,
2023-09-06,151 days - 184 days,,,4.75,,,,,,,
2023-09-06,185 days - 210 days,,,5.75,,,,,,,
2023-09-06,211 days - 270 days,,,5.75,,,,,,,
2023-09-06,271 days - 289 days,,,6.0,,,,,,,
2023-09-06,290 days - less than 1 year,,,6.0,,,,,,,
2023-09-06,1 year - 389 days,,,6.7,,,,,,,
2023-09-06,390 days - < 15 months,,,6.7,,,,,,,
2023-09-06,15 months - < 18 months,,,7.1,,,,,,,
2023-09-06,18 months - 2 years,,,7.1,,,,,,,
2023-09-06,2 years 1 day - 3 years,,,7.0,,,,,,,
