,HDFC,ICICI,AXIS,IDFC,SBI,PNB,BOB,CANARA,UNION
742,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
743,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
744,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
745,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
746,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
747,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
748,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
749,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
750,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
751,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
752,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
753,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
754,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
755,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
756,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
757,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
758,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
759,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
760,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
761,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
762,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
763,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
764,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
765,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
766,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
767,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
768,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
769,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
770,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
771,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
772,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
773,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
774,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
775,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
776,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
777,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
778,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
779,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
780,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
781,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
782,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
783,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
784,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
785,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
786,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
787,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
788,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
789,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
790,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
791,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
792,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
793,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
794,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
795,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
796,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
797,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
798,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
799,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
800,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
801,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
802,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
803,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
804,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
805,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
806,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
807,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
808,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
809,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
810,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
811,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
812,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
813,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
814,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
815,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
816,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
817,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
818,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
819,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
820,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
821,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
822,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
823,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
824,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
825,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
826,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
827,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
828,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
829,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
830,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
831,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
832,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
833,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
834,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
835,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
836,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
837,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
838,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
839,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
840,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
841,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
842,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
843,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
844,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
845,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
846,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
847,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
848,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
849,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
850,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
851,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
852,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
853,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
854,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
855,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
856,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
857,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
858,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
859,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
860,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
861,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
862,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
863,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
864,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
865,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
866,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
867,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
868,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
869,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
870,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
871,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
872,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
873,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
874,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
875,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
876,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
877,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
878,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
879,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
880,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
881,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
882,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
883,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
884,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
885,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
886,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
887,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
888,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
889,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
890,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
891,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
892,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
893,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
894,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
895,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
896,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
897,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
898,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
899,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
900,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
901,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
902,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
903,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
904,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
905,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
906,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
907,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
908,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
909,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
910,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
911,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
912,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
913,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
914,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
915,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
916,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
917,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
918,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
919,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
920,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
921,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
922,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
923,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
924,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
925,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
926,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
927,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
928,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
929,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
930,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
931,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
932,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
933,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
934,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
935,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
936,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
937,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
938,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
939,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
940,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
941,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
942,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
943,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
944,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
945,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
946,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
947,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
948,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
949,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
950,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
951,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
952,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
953,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
954,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
955,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
956,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
957,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
958,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
959,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
960,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
961,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
962,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
963,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
964,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
965,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
966,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
967,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
968,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
969,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
970,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
971,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
972,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
973,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
974,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
975,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
976,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
977,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
978,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
979,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
980,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
981,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
982,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
983,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
984,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
985,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
986,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
987,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
988,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
989,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
990,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
991,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
992,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
993,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
994,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
995,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
996,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
997,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
998,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
999,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1000,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1001,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1002,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1003,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1004,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1005,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1006,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1007,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1008,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1009,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1010,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1011,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1012,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1013,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1014,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1015,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1016,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1017,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1018,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1019,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1020,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1021,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1022,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1023,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1024,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1025,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1026,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1027,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1028,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1029,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1030,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1031,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1032,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1033,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1034,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1035,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1036,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1037,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1038,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1039,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1040,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1041,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1042,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1043,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1044,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1045,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1046,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1047,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1048,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1049,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1050,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1051,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1052,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1053,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1054,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1055,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1056,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1057,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1058,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1059,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1060,7.2,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1061,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1062,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1063,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1064,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1065,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1066,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1067,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1068,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1069,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1070,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1071,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1072,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1073,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1074,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1075,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1076,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1077,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1078,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1079,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1080,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1081,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1082,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1083,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1084,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1085,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1086,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1087,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1088,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1089,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1090,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1091,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1092,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1093,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1094,7.0,7.0,7.0,7.25,7.0,7.0,7.05,6.85,6.3
1095,7.0,7.0,7.0,7.25,6.5,6.5,6.5,6.8,6.7
1096,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.8,6.7
1097,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.8,6.7
1098,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.8,6.7
1099,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.8,6.7
1100,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.8,6.7
1101,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.8,6.7
1102,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.8,6.7
1103,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.8,6.7
1104,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.8,6.7
1105,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.8,6.7
