,HDFC,ICICI,AXIS,IDFC,SBI,PNB,BOB,CANARA,UNION
375,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
376,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
377,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
378,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
379,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
380,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
381,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
382,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
383,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
384,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
385,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
386,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
387,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
388,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
389,6.6,6.7,6.8,7.5,6.8,6.8,6.75,6.9,6.3
390,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
391,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
392,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
393,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
394,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
395,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
396,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
397,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
398,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
399,6.6,6.7,7.1,7.5,6.8,6.8,7.25,6.9,7.0
400,6.6,6.7,7.1,7.5,7.1,6.8,6.75,6.9,6.3
401,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
402,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
403,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
404,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
405,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
406,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
407,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
408,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
409,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
410,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
411,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
412,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
413,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
414,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
415,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
416,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
417,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
418,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
419,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
420,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
421,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
422,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
423,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
424,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
425,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
426,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
427,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
428,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
429,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
430,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
431,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
432,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
433,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
434,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
435,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
436,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
437,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
438,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
439,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
440,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
441,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
442,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
443,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
444,6.6,6.7,7.1,7.5,6.8,7.25,6.75,6.9,6.3
445,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
446,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
447,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
448,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
449,6.6,6.7,7.1,7.5,6.8,6.8,6.75,6.9,6.3
450,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
451,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
452,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
453,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
454,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
455,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
456,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
457,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
458,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
459,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
460,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
461,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
462,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
463,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
464,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
465,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
466,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
467,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
468,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
469,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
470,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
471,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
472,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
473,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
474,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
475,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
476,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
477,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
478,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
479,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
480,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
481,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
482,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
483,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
484,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
485,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
486,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
487,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
488,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
489,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
490,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
491,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
492,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
493,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
494,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
495,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
496,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
497,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
498,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
499,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
500,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
501,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
502,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
503,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
504,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
505,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
506,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
507,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
508,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
509,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
510,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
511,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
512,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
513,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
514,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
515,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
516,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
517,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
518,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
519,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
520,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
521,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
522,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
523,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
524,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
525,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
526,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
527,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
528,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
529,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
530,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
531,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
532,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
533,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
534,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
535,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
536,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
537,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
538,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
539,7.1,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
540,7.0,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
541,7.0,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
542,7.0,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
543,7.0,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
544,7.0,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
545,7.0,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
546,7.0,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
547,7.0,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
548,7.0,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
549,7.0,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
550,7.0,7.1,7.1,7.5,6.8,6.8,6.75,6.9,6.3
551,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
552,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
553,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
554,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
555,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
556,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
557,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
558,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
559,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
560,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
561,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
562,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
563,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
564,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
565,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
566,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
567,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
568,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
569,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
570,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
571,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
572,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
573,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
574,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
575,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
576,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
577,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
578,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
579,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
580,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
581,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
582,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
583,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
584,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
585,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
586,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
587,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
588,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
589,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
590,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
591,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
592,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
593,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
594,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
595,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
596,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
597,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
598,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
599,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
600,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
601,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
602,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
603,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
604,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
605,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
606,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
607,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
608,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
609,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
610,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
611,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
612,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
613,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
614,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
615,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
616,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
617,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
618,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
619,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
620,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
621,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
622,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
623,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
624,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
625,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
626,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
627,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
628,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
629,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
630,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
631,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
632,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
633,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
634,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
635,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
636,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
637,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
638,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
639,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
640,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
641,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
642,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
643,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
644,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
645,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
646,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
647,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
648,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
649,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
650,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
651,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
652,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
653,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
654,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
655,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
656,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
657,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
658,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
659,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
660,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
661,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
662,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
663,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
664,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
665,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
666,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
667,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
668,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
669,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
670,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
671,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
672,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
673,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
674,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
675,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
676,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
677,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
678,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
679,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
680,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
681,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
682,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
683,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
684,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
685,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
686,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
687,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
688,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
689,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
690,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
691,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
692,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
693,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
694,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
695,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
696,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
697,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
698,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
699,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
700,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
701,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
702,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
703,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
704,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
705,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
706,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
707,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
708,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
709,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
710,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
711,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
712,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
713,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
714,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
715,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
716,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
717,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
718,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
719,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
720,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
721,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
722,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
723,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
724,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
725,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
726,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
727,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
728,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
729,7.0,7.1,7.1,7.25,6.8,6.8,6.75,6.9,6.3
730,7.0,7.1,7.05,7.25,7.0,7.0,7.05,6.85,6.3
731,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
732,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
733,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
734,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
735,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
736,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
737,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
738,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
739,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
740,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
741,7.0,7.0,7.05,7.25,7.0,7.0,7.05,6.85,6.3
